budget,release_date,revenue,title,Vote_Average
27000000,1951,21500000,The Right Stuff,100
30000000,1951,15395087,Anonymous,100
27000000,1951,20158808,The NeverEnding Story,100
27000000,1951,27200316,Dark City,100
0,1953,0,The Duchess,100
25000000,1954,11137801,Return to Oz,100
27000000,1956,76000000,The Newton Boys,100
27000000,1956,29000000,Case 39,100
27000000,1960,13000000,Suspect Zero,100
0,1960,0,Martian Child,100
27000000,1960,85564310,Spy Kids: All the Time in the World,100
27000000,1965,93282604,Money Monster,100
28,1965,14,The 51st State,100
0,1965,4488529,Flawless,100
27000000,1965,21148829,Mindhunters,100
25000000,1970,6673422,What Just Happened,100
0,1970,0,The Statement,100
0,1970,0,The Magic Flute,100
26000000,1970,183293131,Paul Blart: Mall Cop,100
26000000,1970,110230332,Freaky Friday,100
26000000,1976,109449237,The 40 Year Old Virgin,100
25000000,1980,289317794,Shakespeare in Love,100
28000000,1989,53181600,A Walk Among the Tombstones,100
15000000,1989,201957688,Kindergarten Cop,100
27000000,1989,101624843,Pineapple Express,100
26000000,1989,65705772,Ever After: A Cinderella Story,100
22000000,1989,68296293,Open Range,100
26000000,1989,61489265,Flatliners,100
22000000,1989,50750000,A Bridge Too Far,100
26000000,1989,57891803,Red Eye,100
26000000,1989,90426405,Final Destination 2,100
26000000,1989,71868327,"O Brother, Where Art Thou?",100
26000000,1990,67918658,Legion,100
25000000,1993,86175291,Pain & Gain,100
0,2004,0,In Good Company,100
26000000,2004,38793283,Clockstoppers,100
26000000,2009,0,Silverado,100
26000000,2013,43318349,Brothers,100
26000000,2014,28818995,Agent Cody Banks 2: Destination London,100
40000000,1900,0,Envy,100
20000000,1900,34560577,Crank: High Voltage,100
0,1900,0,Bullets Over Broadway,100
20000000,1900,13391174,One Night with the King,100
30000000,1901,27674124,The Quiet American,100
20000000,1901,12482775,The Weather Man,100
20000000,1901,12398628,Undisputed,100
0,1901,0,Ghost Town,100
20000000,1901,17280326,12 Rounds,100
20000000,1901,24145613,Let Me In,100
0,1901,0,3 Ninjas Kick Back,100
0,1901,0,Be Kind Rewind,100
0,1901,0,Mrs Henderson Presents,100
20000000,1901,12639297,Triple 9,100
20000000,1901,10686841,Deconstructing Harry,100
20000000,1901,0,Three to Tango,100
20000000,1901,36606743,Burnt,100
20000000,1905,0,We're No Angels,100
20000000,1910,0,Everyone Says I Love You,100
20000000,1910,16974459,Death Sentence,100
21000000,1910,0,Everybody's Fine,100
0,1910,9109322,Superbabies: Baby Geniuses 2,100
0,1910,12382362,The Man,100
20000000,1910,10337477,Code Name: The Cleaner,100
20000000,1910,11341016,Connie and Carla,100
8000000,1910,20000000,Sweet Charity,100
20000000,1910,11110975,Inherent Vice,100
0,1910,0,Doogal,100
20000000,1910,16549477,Battle of the Year,100
20000000,1910,7000000,An American Carol,100
12000000,1911,15008161,Machete Kills,100
22000000,1913,0,Willard,100
0,1914,6575282,Strange Wilderness,100
0,1914,0,Topsy-Turvy,100
20000000,1914,6420319,Little Boy,100
15000000,1915,27462041,A Dangerous Method,100
8700000,1915,7659918,A Scanner Darkly,100
0,1915,0,Chasing Mavericks,100
20000000,1915,10442808,Alone in the Dark,100
20000000,1915,5210988,Bandslam,100
20000000,1915,0,Birth,100
20000000,1915,12007070,A Most Violent Year,100
0,1915,0,Passchendaele,100
0,1916,0,Flash of Genius,100
20000000,1916,4001121,I'm Not There.,100
20000000,1917,16863583,The Cold Light of Day,100
20000000,1917,5530764,The Brothers Bloom,100
21000000,1917,0,"Synecdoche, New York",100
26500000,1918,159375308,Princess Mononoke,100
0,1920,0,Bon voyage,100
0,1920,0,Can't Stop the Music,100
2000000,1920,5048693,The Proposition,100
20000000,1920,0,My All American,100
20000000,1920,1675706,Marci X,100
20000000,1920,5359645,Equilibrium,100
40000000,1920,7400000,The Children of Huang Shi,100
0,1920,0,The Yards,100
0,1920,0,The Oogieloves in the Big Balloon Adventure,100
10000000,1920,3727746,By the Sea,100
20000000,1920,0,Steamboy,100
0,1920,0,The Game of Their Lives,100
0,1920,0,All Good Things,100
20000000,1920,305070,Rapa Nui,100
0,1920,47301471,CJ7,100
0,1920,0,The Visitors II: The Corridors of Time,100
20000000,1920,4634062,Dylan Dog: Dead of Night,100
20000000,1920,0,People I Know,100
20000000,1920,346594,The Tempest,100
0,1920,17671101,Regression,100
0,1920,0,Three Kingdoms: Resurrection of the Dragon,100
20000000,1920,0,Butterfly on a Wheel,100
20000000,1920,0,Zambezia,100
0,1920,0,Ramanujan,100
0,1920,0,Dwegons,100
20000000,1920,0,Hands of Stone,100
20000000,1920,0,Survivor,100
27220000,1920,5496951,The Frozen Ground,100
19400000,1920,0,The Painted Veil,100
27000000,1920,0,The Baader Meinhof Complex,100
22000000,1920,424208848,Dances with Wolves,100
20000000,1920,216197492,Bad Teacher,100
19000000,1920,110879513,Sea of Love,100
19000000,1920,70067909,A Cinderella Story,100
14000000,1920,173046663,Scream,100
0,1920,0,Thir13en Ghosts,100
19000000,1920,44017374,The Shining,100
19000000,1920,381109762,Back to the Future,100
19000000,1921,40846082,House on Haunted Hill,100
0,1922,0,I Can Do Bad All By Myself,100
27000000,1922,0,Fight Valley,100
19000000,1922,49830607,The Switch,100
18000000,1923,101564935,Just Married,100
19100000,1923,5728213,The Devil's Double,100
0,1924,0,Thomas and the Magic Railroad,100
20000000,1924,54956140,The Crazies,100
15000000,1924,274925095,Spirited Away,100
0,1925,0,Firestorm,100
25000000,1925,8613462,The Bounty,100
0,1925,76586316,The Book Thief,100
19000000,1925,18755936,Sex Drive,100
19000000,1925,29922472,Leap Year,100
19000000,1925,4750000,The Fall of the Roman Empire,100
19000000,1925,6928068,Take Me Home Tonight,100
0,1925,5310554,Won't Back Down,100
19000000,1925,2119994,The Nutcracker,100
18000000,1925,0,Kansas City,100
0,1925,0,Indignation,100
19000000,1925,108047131,The Amityville Horror,100
19000000,1925,32801173,Adaptation.,100
15000000,1925,46770602,Land of the Dead,100
0,1925,0,Out of Inferno,100
18500000,1925,10680275,Fear and Loathing in Las Vegas,100
18500000,1925,31912793,The Invention of Lying,100
18000000,1925,268157400,Neighbors,100
23000000,1925,351583407,The Mask,100
18000000,1925,151668774,Big,100
18000000,1925,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,100
18000000,1925,141774679,Legally Blonde,100
18000000,1925,87000000,Star Trek III: The Search for Spock,100
19000000,1925,144216468,The Exorcism of Emily Rose,100
17000000,1925,65535067,Deuce Bigalow: Male Gigolo,100
16000000,1925,19682924,Left Behind,100
0,1925,0,The Family Stone,100
18000000,1925,65070412,Barbershop 2:  Back in Business,100
23000000,1925,76488889,Bad Santa,100
16500000,1925,67683989,Austin Powers: International Man of Mystery,100
18000000,1925,88923251,My Big Fat Greek Wedding 2,100
21000000,1925,72417394,Diary of a Wimpy Kid: Rodrick Rules,100
18000000,1925,98235548,Predator,100
18000000,1925,51973029,Amadeus,100
0,1925,14796236,Prom Night,100
17000000,1925,129042871,Mean Girls,100
0,1925,0,Under the Tuscan Sun,100
19800000,1925,87754044,Gosford Park,100
18000000,1925,41382841,Peggy Sue Got Married,100
18000000,1925,103215094,Birdman,100
18000000,1925,99206215,Blue Jasmine,100
15000000,1925,76286096,United 93,100
18000000,1925,62646763,Honey,100
18000000,1925,0,Spy Hard,100
1000000,1925,21378361,The Fog,100
18000000,1925,47088990,Soul Surfer,100
18000000,1925,24911670,Catch-22,100
0,1925,24007324,Observe and Report,100
18000000,1925,100000000,Conan the Destroyer,100
18000000,1925,23000000,Raging Bull,100
18000000,1925,36133014,Love Happens,100
18000000,1925,0,Young Sherlock Holmes,100
0,1925,0,Fame,100
18000000,1925,35692920,127 Hours,100
0,1925,0,Small Time Crooks,100
18000000,1926,17200925,Center Stage,100
17000000,1926,24000000,Love the Coopers,100
18000000,1926,16702864,Catch That Kid,100
18000000,1926,0,Life as a House,100
30000000,1926,34441873,Steve Jobs,100
18000000,1926,0,"I Love You, Beth Cooper",100
18000000,1926,0,Youth in Revolt,100
18000000,1926,2945600,The Legend of the Lone Ranger,100
21000000,1926,28008462,The Tailor of Panama,100
18000000,1926,12000000,Blow Out,100
18000000,1926,10501938,Getaway,100
18000000,1926,8038061,The Ice Storm,100
18000000,1926,25312387,And So It Goes,100
0,1927,0,Troop Beverly Hills,100
0,1927,0,Being Julia,100
17000000,1927,6735922,Nine 1/2 Weeks,100
18000000,1927,14110013,Dragonslayer,100
0,1927,0,The Last Station,100
18000000,1927,5887457,Ed Wood,100
18000000,1927,20275812,Labor Day,100
18000000,1928,26527510,Mongol: The Rise of Genghis Khan,100
18000000,1928,25739015,RockNRolla,100
0,1928,0,Megaforce,100
0,1928,0,Hamlet,100
25000000,1928,20719451,Mao's Last Dancer,100
18000000,1928,6212282,Midnight Special,100
0,1928,0,Anything Else,100
18000000,1928,22309223,The Railway Man,100
15238800,1928,0,The White Ribbon,100
0,1929,0,Restoration,100
2700000,1929,3500000,The Wraith,100
18000000,1930,676698,Salton Sea,100
18000000,1930,7972967,Metallica: Through the Never,100
18000000,1930,382174,The Informers,100
18000000,1930,871279,Carlos,100
18000000,1930,0,I Come with the Rain,100
0,1930,0,One Man's Hero,100
3500000,1930,34000000,Day of the Dead,100
18000000,1930,0,I Am Wrath,100
18000000,1930,1831348,Renaissance,100
17900000,1930,6948633,Red Sonja,100
14000000,1930,13551174,Red Lights,100
20000000,1930,121463226,Superbad,100
0,1930,90508336,Madea Goes to Jail,100
18000000,1930,0,Wolves,100
23000000,1930,150816700,Step Up 2: The Streets,100
15000000,1930,51053787,Hoodwinked!,100
17500000,1930,38000000,Hotel Rwanda,100
24000000,1930,99965753,Hitman,100
17500000,1930,7018189,Black Nativity,100
18000000,1930,266586800,The Prince,100
0,1930,0,City of Ghosts,100
0,1930,0,The Others,100
18500000,1930,183316455,Aliens,100
17000000,1931,72070731,My Fair Lady,100
17000000,1932,125586134,I Know What You Did Last Summer,100
17000000,1932,136621271,Let's Be Cops,100
16000000,1934,109502303,Sideways,100
17500000,1934,19179969,Beerfest,100
300000,1935,70000000,Halloween,100
17000000,1935,0,Good Boy!,100
17000000,1936,71625195,The Best Man Holiday,100
17000000,1936,57103895,Smokin' Aces,100
20000000,1936,136150434,Saw: The Final Chapter,100
17000000,1936,0,40 Days and 40 Nights,100
17000000,1937,30331165,A Night at the Roxbury,100
17000000,1937,43165571,Beastly,100
15000000,1937,69623713,The Hills Have Eyes,100
0,1937,0,Dickie Roberts: Former Child Star,100
0,1938,45710059,"McFarland, USA",100
0,1939,0,Lottery Ticket,100
20000000,1939,21170563,ATL,100
17000000,1940,115350426,Pitch Perfect,100
34000000,1940,19693891,Summer Catch,100
0,1940,0,A Simple Plan,100
17000000,1940,0,They,100
0,1940,0,Larry the Cable Guy: Health Inspector,100
0,1940,0,The Adventures of Elmo in Grouchland,100
17000000,1940,29536299,Brooklyn's Finest,100
17000000,1940,10000000,55 Days at Peking,100
17000000,1940,97542952,Evil Dead,100
17000000,1940,20455276,My Life in Ruins,100
17000000,1940,7314027,American Dreamz,100
17000000,1940,19300000,Superman IV: The Quest for Peace,100
0,1941,0,How She Move,100
17000000,1941,9500000,Running Scared,100
0,1945,0,Bobby Jones: Stroke of Genius,100
17000000,1945,0,Shanghai Surprise,100
40000000,1947,86915017,The Illusionist,100
17000000,1949,2000000,Roar,100
17000000,1950,1569918,Veronica Guerin,100
17000000,1950,3758328,Escobar: Paradise Lost,100
17000000,1950,374743,Southland Tales,100
15000000,1950,0,Dragon Hunters,100
17000000,1950,8720000,Damnation Alley,100
17000000,1950,9627492,The Apparition,100
16500000,1951,0,My Girl,100
16800000,1951,2281089,Fur: An Imaginary Portrait of Diane Arbus,100
15000000,1951,43848069,Wall Street,100
16500000,1951,135000000,Sense and Sensibility,100
16500000,1953,37311672,Becoming Jane,100
16500000,1954,13620075,Sydney White,100
16500000,1956,16942795,House of Sand and Fog,100
16400000,1956,235860116,Dead Poets Society,100
16000000,1960,247275374,Dumb and Dumber,100
16000000,1960,92823546,When Harry Met Sally...,100
16000000,1960,53977250,The Verdict,100
16000000,1965,119754278,Road Trip,100
0,1965,0,Varsity Blues,100
15000000,1965,133432856,The Artist,100
16000000,1965,76514050,The Unborn,100
16000000,1970,68263166,Moonrise Kingdom,100
16000000,1970,0,The Texas Chainsaw Massacre: The Beginning,100
18500000,1970,6490401,The Young Messiah,100
0,1970,0,The Master of Disguise,100
19000000,1970,83258226,Pan's Labyrinth,100
0,1976,0,See Spot Run,100
16000000,1980,29381649,Baby Boy,100
16000000,1989,40492759,The Roommate,100
17700000,1989,30987695,Joe Dirt,100
15000000,1989,30102717,Double Impact,100
12000000,1989,80573774,Hot Fuzz,100
16000000,1989,50007546,The Women,100
15000000,1989,96408652,Vicky Cristina Barcelona,100
25000000,1989,0,Arn: The Knight Templar,100
16000000,1989,20627372,Boys and Girls,100
0,1989,0,White Oleander,100
16000000,1989,31556061,Jennifer's Body,100
16000000,1990,15427192,Drowning Mona,100
16000000,1993,0,Radio Days,100
20000000,2004,0,Remember Me,100
0,2004,0,How to Deal,100
20000000,2009,13854000,My Stepmother is an Alien,100
26000000,2013,206678440,Philadelphia,100
16000000,2014,18564088,The Thirteenth Floor,100
12000000,1900,0,Duma,100
12000000,1900,1644755,Ondine,100
12000000,1900,15250000,Brother,100
1200000,1900,0,Welcome to Collinwood,100
0,1901,0,Critical Care,100
8000000,1901,0,The Life Before Her Eyes,100
0,1901,0,Darling Companion,100
12000000,1901,0,Trade,100
0,1901,0,Fateless,100
12000000,1901,0,Breakfast of Champions,100
0,1901,0,"A Woman, a Gun and a Noodle Shop",100
7500000,1901,0,Cypher,100
12000000,1901,10652498,City of Life and Death,100
19000000,1901,2570000,Legend of a Rabbit,100
12000000,1901,11212294,Space Battleship Yamato,100
20000000,1901,17479,5 Days of War,100
12000000,1901,0,Triangle,100
1200000,1905,0,10 Days in a Madhouse,100
12000000,1910,101332962,Heaven is for Real,100
10000000,1910,83557872,Snatch,100
0,1910,0,Dancin' It's On,100
11500000,1910,57469467,Pet Sematary,100
0,1910,0,Madadayo,100
11500000,1910,0,The Cry of the Owl,100
0,1910,0,A Tale of Three Cities,100
11000000,1910,153083102,Gremlins,100
11000000,1910,775398007,Star Wars,100
11500000,1910,94073028,Dirty Grandpa,100
11000000,1910,111858363,Doctor Zhivago,100
0,1910,0,Trash,100
0,1911,0,High School Musical 3: Senior Year,100
25000000,1913,93617009,The Fighter,100
11000000,1914,72778712,Jackass Number Two,100
11000000,1914,64088552,My Cousin Vinny,100
11000000,1914,78874843,If I Stay,100
12000000,1915,0,Drive Hard,100
11000000,1915,49797148,Major League,100
0,1915,0,St. Trinian's,100
13000000,1915,97837138,Phone Booth,100
11000000,1915,41227069,A Walk to Remember,100
11000000,1915,39363635,Dead Man Walking,100
10500000,1915,75902208,Cruel Intentions,100
11000000,1915,68233629,Saw VI,100
11000000,1916,31672907,History of the World: Part I,100
11000000,1916,38105395,The Secret Life of Bees,100
11000000,1917,23978402,Corky Romano,100
12000000,1917,37170057,Raising Cain,100
11,1917,11,F.I.S.T.,100
12000000,1918,4884663,Invaders from Mars,100
11000000,1920,62076141,Brooklyn,100
11000000,1920,20000000,Barry Lyndon,100
24000000,1920,14782676,Out Cold,100
24000000,1920,13700000,The Ladies Man,100
11000000,1920,59520298,Quartet,100
11000000,1920,23430766,Tomcats,100
11000000,1920,13110448,Frailty,100
11000000,1920,61619773,Woman in Gold,100
0,1920,0,Kinsey,100
11000000,1920,0,Army of Darkness,100
14000000,1920,6413915,Slackers,100
11000000,1920,30000000,What's Eating Gilbert Grape,100
10000000,1920,4069090,The Visual Bible: The Gospel of John,100
11000000,1920,0,Vera Drake,100
0,1920,0,The Guru,100
11000000,1920,2832826,The Perez Family,100
11000000,1920,32935319,Inside Llewyn Davis,100
0,1920,16017403,O,100
11000000,1920,2807854,Return to the Blue Lagoon,100
11000000,1920,2200000,The Molly Maguires,100
0,1920,2945242,Romance & Cigarettes,100
11000000,1920,0,Copying Beethoven,100
0,1920,0,Brighton Rock,100
10800000,1920,113857533,Saw V,100
0,1920,0,Machine Gun McCain,100
11000000,1920,0,LOL,100
0,1920,0,Jindabyne,100
7400000,1920,17000000,Kabhi Alvida Naa Kehna,100
14000000,1920,18535191,An Ideal Husband,100
0,1920,0,The Last Days on Mars,100
0,1920,0,Darkness,100
10500000,1920,68700000,2001: A Space Odyssey,100
